B1,B2,B3,B4,B5,B6,B7,classvalue,sample
0.0565,0.0632,0.067,0.0369,0.0343,0.0306,0.03,1,test
0.055,0.0633,0.0656,0.0368,0.0365,0.0298,0.0304,1,test
0.055,0.0652,0.0684,0.0368,0.0351,0.0296,0.0311,1,test
0.0564,0.0636,0.0674,0.0359,0.0351,0.0282,0.0313,1,test
0.0564,0.0659,0.0682,0.0375,0.0373,0.0321,0.0323,1,test
0.0563,0.065,0.0694,0.0392,0.0384,0.0324,0.0328,1,test
0.0563,0.0647,0.0702,0.0388,0.035,0.0318,0.0323,1,test
0.0536,0.0633,0.069,0.037,0.0354,0.031,0.031,1,test
0.0536,0.0651,0.0645,0.0385,0.038,0.0328,0.0318,1,test
0.0536,0.0656,0.0666,0.0389,0.0365,0.0323,0.0317,1,test
0.0546,0.0637,0.0631,0.0373,0.0371,0.0317,0.0326,1,test
0.0546,0.0638,0.0649,0.037,0.0358,0.0295,0.031,1,test
0.061,0.0674,0.0834,0.0476,0.0409,0.0303,0.0325,1,test
0.0605,0.0695,0.0825,0.0489,0.0409,0.0304,0.0307,1,test
0.0605,0.0676,0.0816,0.0433,0.0405,0.0306,0.0299,1,test
0.0603,0.0698,0.08,0.045,0.0399,0.0315,0.03,1,test
0.0603,0.069,0.0766,0.044,0.0408,0.0326,0.0319,1,test
0.06,0.0708,0.0764,0.0469,0.0386,0.032,0.0317,1,test
0.06,0.0702,0.0769,0.0456,0.0409,0.03,0.031,1,test
0.0598,0.0711,0.0785,0.0447,0.0411,0.0326,0.0317,1,test
0.0598,0.0688,0.0791,0.0406,0.0424,0.0316,0.0313,1,test
0.0591,0.069,0.0765,0.0393,0.0403,0.029,0.0317,1,test
0.0591,0.069,0.0783,0.0389,0.0383,0.0311,0.0343,1,test
0.0587,0.0664,0.0785,0.0393,0.0386,0.031,0.0325,1,test
0.0587,0.0671,0.076,0.0403,0.0377,0.0332,0.0328,1,test
0.0581,0.0653,0.0775,0.0383,0.0389,0.0336,0.0323,1,test
0.0581,0.0668,0.0752,0.0378,0.0392,0.0327,0.0321,1,test
0.0566,0.0652,0.0758,0.0376,0.0381,0.0317,0.0322,1,test
0.0566,0.0668,0.0725,0.0397,0.0382,0.0328,0.0328,1,test
0.0565,0.0662,0.0706,0.0376,0.0377,0.0335,0.0328,1,test
0.0565,0.0648,0.0714,0.0363,0.0358,0.0311,0.0326,1,test
0.0568,0.0669,0.0732,0.0389,0.0388,0.0325,0.0333,1,test
0.0568,0.0663,0.0689,0.0363,0.0386,0.0334,0.0336,1,test
0.0571,0.0633,0.0699,0.0359,0.0359,0.03,0.0315,1,test
0.0571,0.0652,0.071,0.0373,0.0359,0.0305,0.0317,1,test
0.0565,0.0656,0.0677,0.0359,0.0373,0.0315,0.0312,1,test
0.0565,0.0631,0.0693,0.0371,0.0361,0.0318,0.0308,1,test
0.055,0.0642,0.068,0.0369,0.0361,0.0301,0.0326,1,test
0.055,0.063,0.0653,0.0368,0.0374,0.0325,0.0314,1,test
0.0564,0.0618,0.067,0.0367,0.0366,0.03,0.0324,1,test
0.0564,0.0632,0.0668,0.0364,0.0343,0.0334,0.0306,1,test
0.0563,0.0651,0.0675,0.0381,0.041,0.0324,0.0333,1,test
0.0563,0.065,0.0681,0.0361,0.036,0.0314,0.0319,1,test
0.0536,0.0639,0.0665,0.0378,0.0327,0.0302,0.0305,1,test
0.0536,0.063,0.0647,0.0382,0.0376,0.0327,0.0313,1,test
0.0536,0.063,0.0655,0.038,0.0373,0.0317,0.033,1,test
0.0546,0.062,0.0628,0.0363,0.0377,0.0312,0.0312,1,test
0.0546,0.0629,0.0655,0.0363,0.0343,0.0311,0.0323,1,test
0.0613,0.0679,0.0831,0.0489,0.0391,0.0311,0.0311,1,test
0.0607,0.0678,0.0817,0.0458,0.041,0.0303,0.0304,1,test
0.0607,0.0687,0.08,0.0428,0.0393,0.0319,0.0314,1,test
0.0612,0.0687,0.0768,0.0421,0.0384,0.0305,0.0311,1,test
0.0612,0.0709,0.0791,0.0425,0.0391,0.0311,0.0303,1,test
0.0604,0.0679,0.075,0.0458,0.0387,0.0307,0.03,1,test
0.0604,0.0703,0.0767,0.0449,0.0407,0.0315,0.0323,1,test
0.0601,0.0696,0.0763,0.0432,0.0399,0.0329,0.0331,1,test
0.0601,0.0685,0.0781,0.0396,0.04,0.031,0.0327,1,test
0.0597,0.0678,0.0768,0.0396,0.0421,0.0299,0.0306,1,test
0.0597,0.0677,0.0783,0.0411,0.0407,0.0331,0.0341,1,test
0.0597,0.0682,0.077,0.0398,0.0407,0.0322,0.0328,1,test
0.0597,0.0665,0.077,0.0381,0.0379,0.0329,0.0331,1,test
0.0589,0.0673,0.0773,0.0401,0.0379,0.0323,0.0332,1,test
0.0589,0.065,0.0759,0.037,0.038,0.0315,0.0325,1,test
0.058,0.065,0.075,0.0373,0.0377,0.0312,0.0307,1,test
0.058,0.0679,0.074,0.0379,0.0369,0.0331,0.0338,1,test
0.0566,0.0646,0.0715,0.0373,0.0373,0.0317,0.0321,1,test
0.0566,0.0649,0.0726,0.0361,0.0379,0.0315,0.0331,1,test
0.0563,0.0653,0.0704,0.0372,0.0383,0.0313,0.0323,1,test
0.0563,0.0652,0.0709,0.0368,0.0369,0.0317,0.0319,1,test
0.0566,0.0666,0.0677,0.0368,0.0385,0.0307,0.0339,1,test
0.0566,0.0666,0.0715,0.0364,0.0362,0.0313,0.0327,1,test
0.0564,0.0671,0.0706,0.0375,0.037,0.0339,0.0332,1,test
0.0564,0.0641,0.0663,0.0377,0.0355,0.0334,0.0341,1,test
0.0559,0.0652,0.069,0.0366,0.0365,0.0328,0.0303,1,test
0.0559,0.0631,0.0689,0.0365,0.0378,0.033,0.0329,1,test
0.0573,0.0654,0.0682,0.0371,0.0378,0.0322,0.0326,1,test
0.0573,0.0648,0.0674,0.0376,0.0373,0.032,0.0322,1,test
0.0573,0.0642,0.0676,0.0378,0.037,0.0318,0.0317,1,test
0.0573,0.0619,0.0636,0.0368,0.0357,0.0298,0.0301,1,test
0.0568,0.0635,0.0675,0.0372,0.0346,0.0314,0.0298,1,test
0.0568,0.0634,0.0641,0.0363,0.0376,0.0321,0.0315,1,test
0.0568,0.0613,0.0661,0.0374,0.0374,0.0321,0.0311,1,test
0.0551,0.0611,0.0612,0.0361,0.035,0.0276,0.0276,1,test
0.0551,0.0617,0.0628,0.036,0.0364,0.0314,0.0308,1,test
0.0613,0.0674,0.0826,0.0475,0.0422,0.0322,0.0342,1,test
0.0607,0.0691,0.0819,0.0454,0.0409,0.0305,0.0294,1,test
0.0607,0.0694,0.0757,0.0434,0.0412,0.0323,0.0312,1,test
0.0612,0.0688,0.0743,0.0413,0.0398,0.0305,0.0295,1,test
0.0612,0.0692,0.0768,0.0443,0.039,0.0323,0.0313,1,test
0.0604,0.0689,0.0773,0.0462,0.0392,0.0324,0.0301,1,test
0.0604,0.0715,0.0777,0.0441,0.0403,0.0315,0.0323,1,test
0.0601,0.0687,0.078,0.041,0.0399,0.0321,0.0316,1,test
0.0601,0.0676,0.0763,0.04,0.0402,0.032,0.0341,1,test
0.0597,0.0683,0.0776,0.0418,0.0403,0.031,0.0301,1,test
0.0597,0.0671,0.0764,0.0414,0.0399,0.0319,0.0328,1,test
0.0597,0.0669,0.0775,0.0394,0.0416,0.0325,0.0325,1,test
0.0597,0.067,0.0758,0.0388,0.0386,0.0336,0.0338,1,test
0.0589,0.0676,0.0763,0.0399,0.0367,0.0318,0.0345,1,test
0.0589,0.0658,0.0735,0.0374,0.038,0.0324,0.0327,1,test
0.058,0.0665,0.0725,0.0372,0.0378,0.0316,0.0329,1,test
0.058,0.0661,0.0706,0.0375,0.037,0.0328,0.0321,1,test
0.0566,0.0655,0.0722,0.0364,0.0367,0.0308,0.0322,1,test
0.0566,0.0654,0.072,0.037,0.0367,0.0318,0.0337,1,test
0.0563,0.0658,0.0703,0.0364,0.0386,0.0314,0.0323,1,test
0.0563,0.0653,0.071,0.0378,0.0382,0.0304,0.0317,1,test
0.0566,0.0669,0.0712,0.0379,0.0384,0.0322,0.0326,1,test
0.0566,0.0645,0.0721,0.0364,0.0373,0.0328,0.0326,1,test
0.0564,0.0651,0.0701,0.0371,0.0374,0.0309,0.0332,1,test
0.0564,0.0655,0.069,0.039,0.0352,0.0332,0.0335,1,test
0.0559,0.0657,0.0678,0.037,0.0358,0.0328,0.0306,1,test
0.0559,0.0646,0.0674,0.0372,0.0382,0.0339,0.0328,1,test
0.0573,0.0645,0.0685,0.0362,0.0381,0.0337,0.0331,1,test
0.0573,0.0642,0.0668,0.0378,0.037,0.0322,0.0332,1,test
0.0573,0.0631,0.0657,0.0377,0.0358,0.0311,0.033,1,test
0.0573,0.0615,0.0646,0.0375,0.0357,0.0305,0.0306,1,test
0.0568,0.066,0.0674,0.0366,0.0367,0.0307,0.0311,1,test
0.0568,0.0634,0.0647,0.0369,0.0382,0.0296,0.0315,1,test
0.0568,0.062,0.063,0.0363,0.0352,0.0278,0.0298,1,test
0.0551,0.0616,0.0622,0.0353,0.034,0.0295,0.0276,1,test
0.0551,0.0624,0.0643,0.0365,0.0343,0.0306,0.03,1,test
0.0615,0.0687,0.0846,0.0478,0.0428,0.0323,0.0334,1,test
0.0603,0.0694,0.0826,0.044,0.0425,0.0317,0.0314,1,test
0.0603,0.0709,0.0752,0.0437,0.0414,0.0318,0.0324,1,test
0.0613,0.0701,0.0756,0.0434,0.0391,0.0318,0.031,1,test
0.0613,0.0725,0.0794,0.0466,0.0401,0.0331,0.0323,1,test
0.0609,0.0687,0.0749,0.044,0.0404,0.031,0.0313,1,test
0.0609,0.0708,0.0792,0.0414,0.0396,0.0319,0.0305,1,test
0.0604,0.0685,0.0785,0.0412,0.0407,0.0309,0.0308,1,test
0.0604,0.0695,0.0748,0.0409,0.039,0.0331,0.0318,1,test
0.0606,0.0669,0.0754,0.0401,0.0399,0.0319,0.0312,1,test
0.0606,0.0675,0.0793,0.039,0.04,0.0319,0.0335,1,test
0.0598,0.0662,0.0754,0.0391,0.0399,0.0332,0.0336,1,test
0.0598,0.0663,0.0749,0.0381,0.0378,0.0354,0.0325,1,test
0.0589,0.0663,0.0758,0.0378,0.0385,0.0332,0.0331,1,test
0.0589,0.0697,0.0743,0.0379,0.039,0.0332,0.0339,1,test
0.0585,0.0652,0.0726,0.0372,0.0393,0.0311,0.0345,1,test
0.0585,0.0665,0.072,0.0384,0.0374,0.0341,0.0328,1,test
0.0567,0.0659,0.0721,0.0362,0.0351,0.0329,0.0322,1,test
0.0567,0.066,0.0711,0.0378,0.0367,0.0311,0.0335,1,test
0.0568,0.0662,0.0708,0.037,0.0385,0.0313,0.0333,1,test
0.0568,0.0669,0.0726,0.038,0.0388,0.0298,0.0322,1,test
0.0568,0.0665,0.0709,0.0379,0.0398,0.0331,0.0339,1,test
0.0568,0.0667,0.0706,0.0364,0.037,0.0328,0.0336,1,test
0.0566,0.0631,0.0705,0.0369,0.0378,0.0326,0.0308,1,test
0.0566,0.0646,0.067,0.0374,0.0388,0.0334,0.034,1,test
0.0564,0.0649,0.0642,0.0361,0.0353,0.0306,0.0307,1,test
0.0564,0.0646,0.0635,0.0379,0.0366,0.0312,0.0323,1,test
0.0576,0.0635,0.0652,0.0374,0.0373,0.032,0.0317,1,test
0.0576,0.0637,0.0627,0.0357,0.0343,0.0324,0.0314,1,test
0.0575,0.0627,0.0639,0.0371,0.0381,0.0316,0.0326,1,test
0.0575,0.0623,0.0637,0.037,0.0375,0.03,0.0305,1,test
0.0575,0.0631,0.0683,0.0374,0.0379,0.0323,0.0327,1,test
0.0575,0.0639,0.0642,0.0382,0.0372,0.0313,0.0324,1,test
0.0572,0.0637,0.063,0.0365,0.0356,0.0294,0.0303,1,test
0.0572,0.0645,0.0621,0.0368,0.0357,0.0312,0.032,1,test
0.0562,0.0643,0.0834,0.0693,0.0717,0.0345,0.0372,1,test
0.0552,0.0631,0.08,0.0661,0.0738,0.035,0.0374,1,test
0.0552,0.0647,0.0786,0.0662,0.0717,0.0331,0.0364,1,test
0.0465,0.0649,0.0768,0.0618,0.0699,0.0333,0.0339,1,test
0.0465,0.0525,0.0709,0.0589,0.0667,0.032,0.0319,1,test
0.0387,0.05,0.0684,0.0569,0.0676,0.0567,0.0631,1,test
0.0387,0.0362,0.0805,0.0398,0.1268,0.2889,0.3349,1,test
0.0562,0.0646,0.082,0.0673,0.0655,0.034,0.0351,1,test
0.0552,0.0631,0.0767,0.0638,0.0733,0.0341,0.0353,1,test
0.0552,0.0648,0.0769,0.0631,0.0717,0.0341,0.0377,1,test
0.0465,0.0624,0.0731,0.0602,0.069,0.0323,0.0354,1,test
0.0465,0.0593,0.0713,0.0594,0.0662,0.0339,0.0368,1,test
0.0387,0.0535,0.07,0.0598,0.0661,0.0339,0.0372,1,test
0.0387,0.0419,0.0615,0.0481,0.074,0.1232,0.1485,1,test
0.032,0.0341,0.0722,0.0367,0.1114,0.2731,0.3141,1,test
0.0543,0.065,0.0814,0.0656,0.0646,0.0335,0.0338,1,test
0.0552,0.0631,0.0786,0.066,0.0716,0.0318,0.0342,1,test
0.0552,0.0624,0.0785,0.0639,0.0717,0.0336,0.0371,1,test
0.0546,0.0624,0.0735,0.0615,0.0686,0.0332,0.0378,1,test
0.0546,0.0625,0.0759,0.0611,0.0661,0.0331,0.0366,1,test
0.0453,0.0637,0.0739,0.0613,0.0647,0.0353,0.0382,1,test
0.0453,0.0512,0.0669,0.0569,0.0648,0.044,0.0508,1,test
0.0367,0.0339,0.0559,0.0375,0.0761,0.1583,0.192,1,test
0.0543,0.0632,0.0817,0.0725,0.0726,0.0392,0.0404,1,test
0.0552,0.0619,0.0796,0.0685,0.0738,0.0372,0.0388,1,test
0.0552,0.0655,0.0786,0.0679,0.0734,0.0373,0.0378,1,test
0.0546,0.0651,0.077,0.0669,0.073,0.0356,0.0372,1,test
0.0546,0.0662,0.0767,0.067,0.072,0.0341,0.037,1,test
0.0453,0.0648,0.0782,0.0647,0.0705,0.0348,0.036,1,test
0.0453,0.0549,0.0695,0.059,0.0684,0.035,0.0354,1,test
0.0367,0.053,0.0684,0.0587,0.0674,0.0381,0.0389,1,test
0.0535,0.0652,0.0824,0.0702,0.0739,0.0377,0.0401,1,test
0.0572,0.0635,0.083,0.071,0.0714,0.0369,0.0383,1,test
0.0572,0.0641,0.0789,0.0671,0.073,0.0342,0.0402,1,test
0.0561,0.0633,0.0768,0.0657,0.0728,0.0355,0.0376,1,test
0.0561,0.0661,0.0786,0.0685,0.0716,0.0352,0.0367,1,test
0.0556,0.0654,0.0789,0.0653,0.0722,0.0339,0.0357,1,test
0.0556,0.0609,0.075,0.0629,0.0664,0.0331,0.0345,1,test
0.0453,0.0567,0.0691,0.0583,0.0684,0.0385,0.039,1,test
0.0535,0.0649,0.0802,0.0718,0.0757,0.0406,0.0407,1,test
0.0572,0.0657,0.0843,0.0731,0.0744,0.0382,0.0392,1,test
0.0572,0.0657,0.0823,0.0723,0.0738,0.0386,0.0383,1,test
0.0561,0.0639,0.0772,0.0651,0.0757,0.0365,0.037,1,test
0.0561,0.0641,0.0789,0.0662,0.0726,0.0331,0.0354,1,test
0.0556,0.0636,0.0767,0.065,0.072,0.0351,0.0358,1,test
0.0556,0.0594,0.0755,0.0617,0.0695,0.0334,0.0369,1,test
0.0453,0.059,0.0756,0.06,0.0682,0.0353,0.0362,1,test
0.0516,0.0653,0.0854,0.072,0.0759,0.0404,0.0422,1,test
0.0588,0.066,0.0852,0.0731,0.0764,0.0375,0.0409,1,test
0.0588,0.0648,0.0831,0.0718,0.0738,0.0384,0.0393,1,test
0.0586,0.0647,0.0784,0.0656,0.0758,0.0376,0.039,1,test
0.0586,0.0657,0.0781,0.0659,0.0733,0.0341,0.0371,1,test
0.0553,0.0631,0.0776,0.065,0.0728,0.0345,0.0364,1,test
0.0553,0.0611,0.0781,0.0615,0.0741,0.0369,0.0389,1,test
0.0531,0.0608,0.0765,0.0605,0.0724,0.0357,0.0388,1,test
0.0516,0.0644,0.0806,0.069,0.0748,0.0407,0.0413,1,test
0.0588,0.0645,0.0834,0.0716,0.0753,0.0397,0.0409,1,test
0.0588,0.0644,0.0825,0.0703,0.075,0.0368,0.0395,1,test
0.0586,0.0669,0.0818,0.0713,0.0741,0.0357,0.0383,1,test
0.0586,0.0659,0.0786,0.0668,0.0759,0.0376,0.0374,1,test
0.0553,0.0653,0.0791,0.0658,0.0762,0.0381,0.0386,1,test
0.0553,0.0654,0.077,0.0639,0.0747,0.0381,0.0411,1,test
0.0568,0.0608,0.0895,0.0802,0.1236,0.1574,0.1837,1,test
0.0568,0.0627,0.0943,0.0831,0.126,0.1615,0.1847,1,test
0.0574,0.0635,0.09,0.0793,0.1242,0.1639,0.183,1,test
0.0574,0.0652,0.0846,0.0779,0.1236,0.1559,0.1756,1,test
0.057,0.0654,0.089,0.0856,0.1231,0.1549,0.1721,1,test
0.057,0.0636,0.09,0.0921,0.1241,0.1505,0.1644,1,test
0.0595,0.069,0.0969,0.0984,0.1285,0.1447,0.1602,1,test
0.0595,0.0673,0.0917,0.0957,0.1249,0.1416,0.1579,1,test
0.0658,0.0768,0.1032,0.1093,0.1431,0.1636,0.1799,1,test
0.0658,0.0809,0.1104,0.1166,0.1372,0.1425,0.1507,1,test
0.0666,0.0682,0.0973,0.0946,0.1246,0.1459,0.1652,1,test
0.0605,0.0753,0.1003,0.099,0.132,0.1648,0.1829,1,test
0.0605,0.0797,0.116,0.1085,0.1373,0.1657,0.1778,1,test
0.0635,0.0687,0.0937,0.0917,0.1269,0.1431,0.1593,1,test
0.0635,0.0677,0.0922,0.0921,0.1272,0.1468,0.1616,1,test
0.0672,0.0729,0.0917,0.0955,0.1293,0.1441,0.1576,1,test
0.0672,0.0679,0.0914,0.0893,0.1255,0.1476,0.1624,1,test
0.0681,0.0718,0.0979,0.1024,0.129,0.1427,0.1592,1,test
0.0681,0.0832,0.1107,0.1145,0.1403,0.1524,0.1722,1,test
0.0686,0.0915,0.1238,0.1218,0.1372,0.1551,0.1616,1,test
0.0686,0.1096,0.1469,0.1535,0.177,0.2194,0.2382,1,test
0.0666,0.0778,0.0938,0.0945,0.1324,0.1568,0.1721,1,test
0.0605,0.0723,0.0938,0.0896,0.128,0.1527,0.1667,1,test
0.0605,0.0755,0.1002,0.0955,0.1269,0.1569,0.174,1,test
0.0635,0.0849,0.1104,0.1082,0.1245,0.1573,0.1806,1,test
0.0635,0.0903,0.1192,0.1075,0.1398,0.1667,0.1842,1,test
0.0672,0.0885,0.126,0.1389,0.1646,0.169,0.1861,1,test
0.0672,0.0867,0.1219,0.1332,0.161,0.1733,0.1838,1,test
0.0681,0.0804,0.108,0.1108,0.1394,0.164,0.1756,1,test
0.0681,0.0775,0.1008,0.1128,0.1365,0.1527,0.1648,1,test
0.0686,0.078,0.1077,0.1148,0.1312,0.1272,0.1383,1,test
0.0686,0.103,0.135,0.152,0.1792,0.2028,0.2289,1,test
0.0745,0.0779,0.1015,0.0961,0.1225,0.1511,0.1713,1,test
0.0723,0.0777,0.1033,0.0798,0.1226,0.1417,0.1605,1,test
0.0723,0.082,0.1061,0.09,0.118,0.1389,0.1614,1,test
0.0755,0.0889,0.1231,0.102,0.1333,0.145,0.1606,1,test
0.0755,0.0956,0.1282,0.1069,0.1358,0.1497,0.1717,1,test
0.0721,0.1034,0.1292,0.1128,0.1451,0.156,0.1701,1,test
0.0721,0.105,0.1319,0.1102,0.1364,0.148,0.1632,1,test
0.0666,0.0831,0.1105,0.1108,0.1334,0.1427,0.1593,1,test
0.0666,0.0802,0.1081,0.1172,0.1375,0.1454,0.16,1,test
0.0686,0.0744,0.1044,0.108,0.1341,0.1228,0.1369,1,test
0.0686,0.0985,0.1297,0.1415,0.1851,0.2144,0.2396,1,test
0.0745,0.0886,0.1183,0.0921,0.1313,0.1515,0.1697,1,test
0.0723,0.083,0.1114,0.0967,0.1306,0.1495,0.1696,1,test
0.0723,0.0795,0.1039,0.096,0.1225,0.1539,0.1701,1,test
0.0755,0.0911,0.1223,0.1081,0.133,0.1441,0.1593,1,test
0.0755,0.0982,0.1299,0.1101,0.1381,0.145,0.1633,1,test
0.0721,0.0946,0.1154,0.1031,0.1321,0.1484,0.1659,1,test
0.0721,0.0821,0.1141,0.1011,0.1248,0.1503,0.1688,1,test
0.0666,0.0626,0.0859,0.0851,0.114,0.1318,0.1448,1,test
0.0666,0.0826,0.1102,0.1178,0.1354,0.1389,0.1483,1,test
0.0686,0.079,0.1113,0.1155,0.1402,0.1321,0.1411,1,test
0.0686,0.0937,0.1256,0.1284,0.1822,0.2259,0.2447,1,test
0.0727,0.0747,0.1042,0.0861,0.1203,0.1423,0.1583,1,test
0.0663,0.0696,0.0963,0.0945,0.1278,0.1323,0.1442,1,test
0.0663,0.0712,0.0953,0.1013,0.1302,0.1495,0.165,1,test
0.0599,0.0723,0.1055,0.1048,0.1283,0.1579,0.1816,1,test
0.0599,0.0763,0.1047,0.0972,0.1199,0.1545,0.168,1,test
0.0569,0.0621,0.0902,0.0778,0.1241,0.1698,0.1819,1,test
0.0569,0.0612,0.0838,0.0747,0.1144,0.134,0.1503,1,test
0.0637,0.0631,0.0872,0.0744,0.1149,0.1414,0.1553,1,test
0.0637,0.0764,0.1089,0.1123,0.1335,0.1311,0.141,1,test
0.0736,0.104,0.1305,0.1472,0.1629,0.1628,0.1826,1,test
0.0736,0.0502,0.0738,0.0638,0.1026,0.1176,0.1308,1,test
0.0663,0.0723,0.0973,0.0869,0.1216,0.1424,0.1569,1,test
0.0663,0.0688,0.0927,0.0914,0.12,0.1529,0.1692,1,test
0.0599,0.0697,0.0984,0.0899,0.1305,0.1746,0.2016,1,test
0.0599,0.0672,0.0925,0.0819,0.1226,0.1685,0.1931,1,test
0.0569,0.0634,0.0871,0.0766,0.118,0.1649,0.1852,1,test
0.0569,0.0668,0.0889,0.0785,0.1174,0.1312,0.1442,1,test
0.0637,0.0693,0.0911,0.0803,0.1134,0.1268,0.143,1,test
0.0637,0.0747,0.1052,0.109,0.1378,0.131,0.1441,1,test
0.0736,0.1058,0.1389,0.1461,0.1703,0.1756,0.1822,1,test
0.0662,0.1029,0.1341,0.1561,0.1819,0.2425,0.2625,1,test
0.0662,0.0865,0.1143,0.1289,0.1634,0.2496,0.2817,1,test
0.0609,0.0621,0.0886,0.071,0.1218,0.194,0.234,1,test
0.0609,0.0681,0.095,0.0865,0.1388,0.2259,0.2653,1,test
0.0677,0.0918,0.1178,0.114,0.1557,0.202,0.2263,1,test
0.0677,0.0845,0.1161,0.1061,0.1587,0.2184,0.2322,1,test
0.0688,0.0727,0.1022,0.0898,0.1516,0.1973,0.2242,1,test
0.0688,0.0852,0.1185,0.1173,0.1641,0.2,0.2083,1,test
0.0705,0.0972,0.1287,0.1243,0.1504,0.1771,0.2029,1,test
0.0705,0.0796,0.1082,0.1091,0.1381,0.1688,0.1855,1,test
0.0674,0.0819,0.1078,0.1043,0.1407,0.1621,0.1774,1,test
0.0674,0.084,0.109,0.0907,0.1303,0.1572,0.1734,1,test
0.0733,0.0737,0.1035,0.1134,0.1615,0.2323,0.2501,1,test
0.0662,0.1074,0.1395,0.159,0.1935,0.25,0.2761,1,test
0.0662,0.069,0.0913,0.0907,0.1335,0.2574,0.2815,1,test
0.0609,0.061,0.0866,0.074,0.1237,0.207,0.2365,1,test
0.0609,0.0687,0.0963,0.0859,0.1345,0.227,0.277,1,test
0.0677,0.0719,0.104,0.0996,0.1518,0.2163,0.2377,1,test
0.0677,0.0765,0.1091,0.0965,0.1526,0.2188,0.235,1,test
0.0688,0.086,0.12,0.1129,0.1677,0.2079,0.2279,1,test
0.0688,0.0869,0.1192,0.117,0.1662,0.201,0.2292,1,test
0.0705,0.0887,0.1208,0.1295,0.1559,0.1798,0.2034,1,test
0.0705,0.0779,0.1065,0.0916,0.1421,0.1908,0.2044,1,test
0.0674,0.0687,0.0961,0.0929,0.136,0.1691,0.1888,1,test
0.0674,0.0683,0.0968,0.0868,0.127,0.1698,0.188,1,test
0.0603,0.0601,0.0785,0.0692,0.1164,0.2109,0.2437,1,test
0.0554,0.0627,0.0896,0.0716,0.1165,0.2173,0.2463,1,test
0.0554,0.0626,0.0888,0.0759,0.1177,0.1867,0.212,1,test
0.0648,0.069,0.0965,0.0813,0.1323,0.1851,0.1978,1,test
0.0648,0.0707,0.1007,0.0936,0.147,0.1909,0.2071,1,test
0.0693,0.0722,0.1005,0.0862,0.1338,0.1889,0.2158,1,test
0.0693,0.0915,0.1245,0.1281,0.1672,0.2091,0.2309,1,test
0.0715,0.107,0.1379,0.1403,0.1764,0.211,0.2205,1,test
0.0715,0.0955,0.1245,0.1327,0.1659,0.1996,0.2216,1,test
0.0617,0.0771,0.104,0.1082,0.1468,0.1822,0.2007,1,test
0.0617,0.0794,0.1039,0.1025,0.1398,0.1908,0.2096,1,test
0.0602,0.0756,0.1039,0.105,0.1414,0.1963,0.2067,1,test
0.0602,0.0742,0.1065,0.0968,0.1364,0.1827,0.1912,1,test
0.0603,0.0581,0.0793,0.0677,0.1053,0.1853,0.203,1,test
0.0554,0.0649,0.0878,0.0733,0.1208,0.1893,0.2177,1,test
0.0554,0.0658,0.0897,0.0732,0.1208,0.1973,0.2258,1,test
0.0648,0.0687,0.0961,0.0903,0.1347,0.1982,0.2124,1,test
0.0648,0.0774,0.1042,0.0956,0.1373,0.1972,0.2162,1,test
0.0693,0.074,0.0988,0.0901,0.1371,0.2112,0.2354,1,test
0.0693,0.0797,0.1041,0.1123,0.1504,0.1962,0.2096,1,test
0.0715,0.0948,0.1261,0.1381,0.1814,0.2127,0.2354,1,test
0.0715,0.0874,0.12,0.1131,0.1569,0.184,0.2104,1,test
0.0617,0.0731,0.1007,0.0967,0.1414,0.1988,0.2173,1,test
0.0617,0.0751,0.0993,0.0989,0.14,0.2041,0.2253,1,test
0.0602,0.0755,0.1015,0.0932,0.1349,0.1851,0.2012,1,test
0.0602,0.0713,0.0927,0.088,0.1276,0.1704,0.1899,1,test
0.0607,0.0575,0.0782,0.066,0.1061,0.18,0.2166,1,test
0.0625,0.066,0.0947,0.0876,0.1273,0.2251,0.2465,1,test
0.0625,0.0626,0.1028,0.0931,0.1439,0.2186,0.2385,1,test
0.0643,0.0716,0.1017,0.0964,0.1362,0.1857,0.2065,1,test
0.0643,0.0745,0.1036,0.1017,0.1359,0.1568,0.1722,1,test
0.0649,0.0784,0.1053,0.1077,0.1539,0.1969,0.2267,1,test
0.0649,0.0772,0.1009,0.1041,0.1398,0.1892,0.2054,1,test
0.0655,0.0727,0.1007,0.093,0.1393,0.2264,0.2611,1,test
0.0655,0.076,0.1049,0.1037,0.146,0.2055,0.227,1,test
0.0624,0.0769,0.1035,0.1083,0.1486,0.225,0.2613,1,test
0.0624,0.075,0.102,0.1041,0.1495,0.236,0.2648,1,test
0.0656,0.062,0.0879,0.0767,0.1244,0.2231,0.2677,1,test
0.0656,0.0716,0.1028,0.091,0.1315,0.188,0.2126,1,test
0.0607,0.0651,0.0859,0.0765,0.1168,0.1976,0.2264,1,test
0.0625,0.0647,0.0912,0.0867,0.1279,0.2104,0.24,1,test
0.0625,0.0645,0.0955,0.0908,0.1341,0.217,0.2289,1,test
0.0643,0.0772,0.1011,0.0957,0.1328,0.1696,0.191,1,test
0.0643,0.0743,0.0988,0.0949,0.1305,0.1726,0.1845,1,test
0.0649,0.0747,0.1033,0.0949,0.1427,0.1964,0.2137,1,test
0.0649,0.0761,0.0979,0.0907,0.1278,0.1677,0.1906,1,test
0.0655,0.0783,0.1055,0.1033,0.1459,0.2133,0.2431,1,test
0.0655,0.0977,0.123,0.1362,0.1699,0.2105,0.2337,1,test
