B1,B2,B3,B4,B5,B6,B7,classvalue,sample
0.0691,0.1103,0.155,0.1814,0.2158,0.2831,0.317,1,train
0.0785,0.1021,0.1404,0.1701,0.2151,0.2753,0.3069,1,train
0.0785,0.0994,0.1404,0.1628,0.2172,0.2696,0.3014,1,train
0.0785,0.0781,0.1205,0.127,0.1887,0.2551,0.282,1,train
0.0791,0.0923,0.1361,0.1607,0.2133,0.2611,0.2886,1,train
0.0791,0.0979,0.1348,0.1704,0.2029,0.2436,0.2722,1,train
0.0722,0.09,0.1223,0.1559,0.1857,0.2222,0.2482,1,train
0.0722,0.0836,0.1099,0.142,0.1808,0.213,0.2437,1,train
0.0685,0.0811,0.1055,0.1373,0.1698,0.2074,0.2377,1,train
0.0523,0.05815,0.08125,0.07755,0.12345,0.217,0.26515,1,train
0.06715,0.07205,0.1031,0.1183,0.15435,0.2237,0.26575,1,train
0.06715,0.07315,0.09965,0.108,0.1485,0.24245,0.28055,1,train
0.071,0.0607,0.0882,0.096,0.1443,0.2537,0.2979,1,train
0.071,0.0798,0.1018,0.1097,0.1649,0.2502,0.2858,1,train
0.0691,0.0781,0.1069,0.1114,0.1608,0.254,0.2883,1,train
0.0691,0.0749,0.1039,0.1114,0.1723,0.2679,0.2974,1,train
0.0785,0.1053,0.1424,0.1712,0.2169,0.2706,0.3076,1,train
0.0785,0.1052,0.1496,0.1789,0.22,0.2723,0.2982,1,train
0.0785,0.1093,0.1563,0.1898,0.2279,0.2817,0.303,1,train
0.0791,0.0971,0.1345,0.1585,0.2041,0.2586,0.2807,1,train
0.0791,0.0902,0.1199,0.1648,0.2009,0.2413,0.2757,1,train
0.0722,0.089,0.1174,0.1485,0.1817,0.2186,0.2407,1,train
0.0722,0.0819,0.1088,0.1365,0.175,0.2188,0.241,1,train
0.0685,0.0818,0.1086,0.1366,0.1712,0.207,0.2368,1,train
0.0499,0.0512,0.0769,0.0659,0.1025,0.143,0.1616,1,train
0.0574,0.0623,0.0917,0.1032,0.1519,0.2489,0.2851,1,train
0.0574,0.063,0.087,0.0903,0.1296,0.2602,0.3086,1,train
0.0565,0.0672,0.1021,0.0866,0.1376,0.2398,0.2916,1,train
0.0565,0.0676,0.1008,0.0855,0.1347,0.2174,0.2416,1,train
0.0628,0.068,0.1042,0.0842,0.1393,0.2227,0.2527,1,train
0.0628,0.0684,0.1022,0.0824,0.1386,0.2269,0.2566,1,train
0.0739,0.0771,0.1071,0.1241,0.1708,0.2532,0.2832,1,train
0.0739,0.0906,0.1249,0.1504,0.1963,0.2584,0.2878,1,train
0.0739,0.1043,0.1495,0.1849,0.2178,0.2701,0.2955,1,train
0.0742,0.0874,0.1201,0.155,0.1898,0.2363,0.2687,1,train
0.0742,0.0801,0.1099,0.1498,0.1925,0.2276,0.2623,1,train
0.0677,0.078,0.1059,0.1212,0.1719,0.2103,0.2331,1,train
0.0677,0.0775,0.1095,0.1093,0.1662,0.2096,0.2298,1,train
0.065,0.0793,0.1117,0.1089,0.1661,0.2169,0.232,1,train
0.06515,0.09295,0.11505,0.1177,0.1623,0.2522,0.29285,1,train
0.06515,0.07025,0.1034,0.11175,0.1621,0.2532,0.2928,1,train
0.06515,0.06465,0.0956,0.0999,0.1502,0.25975,0.30135,1,train
0.05965,0.0848,0.1093,0.1272,0.17045,0.24555,0.2754,1,train
0.05965,0.083,0.11295,0.1211,0.1748,0.24995,0.27955,1,train
0.0584,0.0654,0.0955,0.1046,0.1543,0.2477,0.2897,1,train
0.0584,0.063,0.0856,0.0967,0.1377,0.2542,0.2943,1,train
0.0588,0.0586,0.0871,0.0869,0.1303,0.264,0.2987,1,train
0.0588,0.0543,0.0783,0.0685,0.1291,0.2743,0.3209,1,train
0.0618,0.0597,0.0837,0.08,0.1384,0.2301,0.2673,1,train
0.0618,0.0622,0.0916,0.0818,0.1465,0.2309,0.2717,1,train
0.063,0.0644,0.0928,0.0907,0.1434,0.234,0.2655,1,train
0.063,0.0717,0.0991,0.102,0.1502,0.2379,0.2715,1,train
0.0617,0.074,0.101,0.1025,0.1579,0.239,0.2699,1,train
0.0617,0.0617,0.0836,0.0751,0.1222,0.2684,0.3163,1,train
0.06515,0.05315,0.08015,0.06685,0.13535,0.2914,0.3396,1,train
0.06515,0.08915,0.11645,0.12965,0.17135,0.2621,0.2951,1,train
0.06515,0.06135,0.08665,0.08935,0.1512,0.2406,0.27615,1,train
0.05965,0.05985,0.0858,0.09905,0.1568,0.2521,0.29075,1,train
0.05965,0.04715,0.0781,0.0584,0.1395,0.27435,0.3235,1,train
0.0584,0.0571,0.0911,0.0933,0.1561,0.2653,0.3035,1,train
0.0584,0.0653,0.0989,0.0951,0.1478,0.2284,0.2725,1,train
0.0588,0.0722,0.1091,0.1051,0.1423,0.1953,0.2399,1,train
0.0588,0.0761,0.1076,0.0995,0.1366,0.2109,0.2541,1,train
0.0618,0.0757,0.1012,0.0995,0.1353,0.2366,0.2882,1,train
0.0618,0.0737,0.1012,0.0947,0.142,0.2216,0.2777,1,train
0.063,0.065,0.1031,0.0954,0.1421,0.2113,0.2616,1,train
0.063,0.0603,0.082,0.0824,0.1323,0.2311,0.2818,1,train
0.0617,0.0803,0.1084,0.1048,0.1479,0.2451,0.284,1,train
0.0617,0.0516,0.0772,0.0658,0.1286,0.2586,0.3022,1,train
0.057,0.0604,0.093,0.0846,0.1457,0.2756,0.3141,1,train
0.06225,0.0528,0.0728,0.0596,0.12455,0.279,0.3384,1,train
0.06225,0.1094,0.14275,0.16015,0.2017,0.2649,0.29455,1,train
0.06225,0.0765,0.10665,0.12785,0.1805,0.24045,0.26685,1,train
0.0622,0.08035,0.11125,0.1296,0.16835,0.2397,0.2702,1,train
0.0622,0.052,0.0916,0.05565,0.1284,0.2849,0.31975,1,train
0.0602,0.0597,0.0903,0.0915,0.1471,0.2552,0.294,1,train
0.0602,0.0633,0.1003,0.1047,0.1599,0.2517,0.2806,1,train
0.0623,0.0803,0.1192,0.1103,0.1545,0.2029,0.262,1,train
0.0623,0.082,0.1184,0.1039,0.139,0.2223,0.2725,1,train
0.0613,0.0806,0.1083,0.1022,0.1398,0.2414,0.2908,1,train
0.0613,0.0804,0.0978,0.0893,0.1486,0.2198,0.2842,1,train
0.0587,0.0699,0.1037,0.0957,0.138,0.201,0.2624,1,train
0.0587,0.0538,0.0875,0.0861,0.1293,0.2256,0.2777,1,train
0.0581,0.0621,0.0952,0.0864,0.144,0.2522,0.3018,1,train
0.0581,0.0656,0.0997,0.0952,0.1449,0.2607,0.3002,1,train
0.0545,0.0681,0.0967,0.0971,0.1447,0.2748,0.3096,1,train
0.06225,0.05045,0.08325,0.06645,0.12865,0.24365,0.28185,1,train
0.06225,0.083,0.1151,0.1271,0.17735,0.2414,0.2727,1,train
0.06225,0.1034,0.1346,0.1534,0.1971,0.24825,0.27,1,train
0.0622,0.09935,0.1345,0.15745,0.2017,0.24745,0.26775,1,train
0.0622,0.0683,0.09845,0.09615,0.1586,0.2532,0.2903,1,train
0.0602,0.0867,0.1231,0.1505,0.191,0.2582,0.2898,1,train
0.0602,0.0826,0.1204,0.1296,0.1748,0.2386,0.2849,1,train
0.0623,0.0895,0.1325,0.1163,0.1622,0.1971,0.259,1,train
0.0623,0.0794,0.1202,0.1064,0.143,0.2165,0.2652,1,train
0.0613,0.0747,0.1021,0.0962,0.1376,0.2369,0.2894,1,train
0.0613,0.0732,0.0989,0.0852,0.1342,0.2363,0.2748,1,train
0.0587,0.0843,0.1146,0.0983,0.1689,0.2879,0.3228,1,train
0.0587,0.0773,0.1113,0.0993,0.1688,0.2933,0.3318,1,train
0.0581,0.0778,0.1217,0.1048,0.1512,0.2632,0.3232,1,train
0.0581,0.0775,0.1148,0.109,0.1733,0.2531,0.2982,1,train
0.0545,0.076,0.1088,0.1056,0.1566,0.2479,0.2894,1,train
0.06455,0.0572,0.08895,0.08445,0.14375,0.24575,0.28685,1,train
0.06455,0.10065,0.13465,0.15065,0.1902,0.25325,0.2767,1,train
0.06455,0.1069,0.14515,0.1709,0.21045,0.263,0.28335,1,train
0.06635,0.1041,0.14225,0.16185,0.20525,0.25345,0.27475,1,train
0.06635,0.0869,0.12055,0.12825,0.17895,0.2521,0.2875,1,train
0.0595,0.072,0.1126,0.1123,0.1684,0.2158,0.2552,1,train
0.0595,0.0867,0.1005,0.1076,0.1538,0.2153,0.2576,1,train
0.0563,0.0812,0.1132,0.1193,0.1625,0.2209,0.2603,1,train
0.0563,0.0677,0.1017,0.0946,0.1455,0.2347,0.2841,1,train
0.0562,0.058,0.0884,0.0766,0.1377,0.2833,0.3286,1,train
0.0562,0.0636,0.0948,0.0864,0.1249,0.2662,0.3235,1,train
0.0648,0.0848,0.1078,0.0969,0.1385,0.2808,0.3382,1,train
0.0648,0.0768,0.1189,0.0974,0.153,0.2653,0.3314,1,train
0.0582,0.0789,0.112,0.1054,0.1502,0.2421,0.2965,1,train
0.0582,0.0773,0.1102,0.107,0.1584,0.2416,0.2951,1,train
0.0573,0.0753,0.1057,0.0964,0.1509,0.2425,0.3038,1,train
0.06455,0.08015,0.109,0.1233,0.1677,0.26805,0.30275,1,train
0.06455,0.08,0.1154,0.1193,0.1763,0.27855,0.3141,1,train
0.06455,0.0767,0.1104,0.1134,0.16285,0.25995,0.2992,1,train
0.06635,0.0713,0.10105,0.10395,0.1621,0.26445,0.3101,1,train
0.06635,0.06235,0.09045,0.0831,0.14525,0.26,0.2994,1,train
0.0595,0.0537,0.0846,0.0677,0.1353,0.2747,0.3289,1,train
0.0595,0.0529,0.0826,0.0684,0.1298,0.2855,0.3377,1,train
0.0563,0.0523,0.0784,0.0666,0.1227,0.284,0.3346,1,train
0.0563,0.0537,0.0812,0.0783,0.1258,0.2662,0.3102,1,train
0.0562,0.0586,0.0954,0.0908,0.1333,0.2584,0.3058,1,train
0.0562,0.078,0.1065,0.0939,0.1388,0.2603,0.303,1,train
0.0648,0.078,0.1113,0.0887,0.133,0.2463,0.3132,1,train
0.0648,0.0823,0.113,0.1021,0.1452,0.2445,0.3205,1,train
0.0582,0.0752,0.1103,0.1074,0.15,0.2401,0.289,1,train
0.0582,0.0731,0.1087,0.1072,0.1535,0.2401,0.3003,1,train
0.0573,0.077,0.1049,0.1136,0.1581,0.2322,0.2795,1,train
0.05205,0.0412,0.07295,0.0534,0.12015,0.27905,0.33635,1,train
0.05205,0.0458,0.07755,0.0573,0.12935,0.2791,0.3442,1,train
0.0552,0.0521,0.0844,0.0735,0.1306,0.2586,0.3242,1,train
0.0552,0.0514,0.0821,0.0812,0.13,0.2546,0.316,1,train
0.0552,0.0504,0.0779,0.0683,0.1274,0.2538,0.3006,1,train
0.0574,0.0486,0.0792,0.0559,0.1184,0.2718,0.331,1,train
0.0574,0.0515,0.0763,0.0685,0.1216,0.2696,0.3124,1,train
0.0589,0.0579,0.0902,0.0886,0.1345,0.25,0.2862,1,train
0.0589,0.0639,0.1013,0.0949,0.1375,0.2365,0.284,1,train
0.0623,0.0821,0.1123,0.0948,0.1293,0.2383,0.2773,1,train
0.0623,0.0791,0.1131,0.0969,0.1346,0.2389,0.2999,1,train
0.0641,0.0747,0.1083,0.088,0.1312,0.2452,0.3049,1,train
0.0641,0.0807,0.1114,0.1061,0.1472,0.2421,0.3172,1,train
0.0623,0.0755,0.1052,0.1043,0.1561,0.2329,0.2961,1,train
0.0623,0.0748,0.1097,0.1118,0.1536,0.2371,0.2932,1,train
0.0674,0.0871,0.1126,0.1186,0.1702,0.2563,0.2972,1,train
0.05205,0.0593,0.08155,0.07575,0.1285,0.2184,0.2885,1,train
0.05205,0.06765,0.0963,0.0895,0.14745,0.2344,0.3087,1,train
0.0552,0.0721,0.0986,0.0979,0.1415,0.2364,0.2933,1,train
0.0552,0.0731,0.0978,0.0852,0.1315,0.228,0.292,1,train
0.0552,0.0708,0.0957,0.0897,0.1334,0.218,0.2841,1,train
0.0574,0.0798,0.1086,0.0976,0.1412,0.2099,0.2563,1,train
0.0574,0.0728,0.1051,0.1009,0.1492,0.2354,0.2685,1,train
0.0589,0.0761,0.111,0.0964,0.1421,0.2414,0.3043,1,train
0.0589,0.0801,0.1183,0.1021,0.1445,0.2521,0.3119,1,train
0.0623,0.0833,0.1153,0.1002,0.1357,0.2438,0.3057,1,train
0.0623,0.0888,0.1165,0.1038,0.1364,0.242,0.3021,1,train
0.0641,0.0779,0.1024,0.0973,0.1427,0.2374,0.3041,1,train
0.0641,0.0815,0.1081,0.1057,0.1435,0.2325,0.3023,1,train
0.0623,0.0817,0.1131,0.1177,0.163,0.2523,0.2932,1,train
0.0623,0.0819,0.1133,0.1283,0.1785,0.2578,0.2928,1,train
0.05925,0.07685,0.10785,0.1041,0.1388,0.2285,0.27855,1,train
0.05925,0.07285,0.1035,0.10185,0.13135,0.22235,0.2725,1,train
0.062,0.0726,0.1031,0.102,0.1366,0.22155,0.26805,1,train
0.062,0.0769,0.10355,0.0954,0.1369,0.2228,0.2742,1,train
0.07525,0.08185,0.1115,0.09295,0.1357,0.2311,0.3001,1,train
0.07525,0.089,0.11665,0.1078,0.1438,0.2216,0.27825,1,train
0.07635,0.0816,0.1008,0.0962,0.13465,0.20015,0.26475,1,train
0.07635,0.0804,0.09885,0.0936,0.13505,0.19235,0.25365,1,train
0.0682,0.07315,0.09405,0.08855,0.12515,0.2018,0.2847,1,train
0.0682,0.0737,0.1024,0.0882,0.1285,0.23955,0.31325,1,train
0.056,0.07025,0.10145,0.0846,0.12915,0.229,0.30755,1,train
0.056,0.0735,0.0979,0.0935,0.13225,0.22405,0.28365,1,train
0.05585,0.0685,0.1002,0.09195,0.1356,0.22005,0.28135,1,train
0.05585,0.0667,0.1007,0.091,0.1389,0.2145,0.25175,1,train
0.0559,0.0644,0.0969,0.083,0.1348,0.2169,0.289,1,train
0.0593,0.07665,0.1067,0.09925,0.1332,0.22495,0.2742,1,train
0.0593,0.0745,0.1051,0.1022,0.13125,0.2238,0.28225,1,train
0.0599,0.0748,0.10375,0.1023,0.13645,0.22275,0.27365,1,train
0.0599,0.0735,0.10245,0.0932,0.13505,0.23405,0.288,1,train
0.0621,0.08425,0.11035,0.09165,0.1331,0.2285,0.29755,1,train
0.0621,0.08825,0.11755,0.1101,0.14165,0.22145,0.29255,1,train
0.06815,0.0826,0.10215,0.09685,0.1337,0.1973,0.25795,1,train
0.06815,0.07945,0.09975,0.0949,0.1366,0.20025,0.25955,1,train
0.05875,0.07505,0.0968,0.09115,0.12895,0.20855,0.28425,1,train
0.05875,0.07305,0.09825,0.088,0.1315,0.2387,0.31245,1,train
0.05605,0.07145,0.09865,0.08855,0.13065,0.23345,0.304,1,train
0.05605,0.07525,0.103,0.09685,0.13485,0.2207,0.29355,1,train
0.0568,0.0647,0.10175,0.0917,0.1384,0.2207,0.29185,1,train
0.0568,0.06695,0.1031,0.0876,0.1351,0.2179,0.2837,1,train
0.052,0.0671,0.099,0.0862,0.1335,0.2303,0.3046,1,train
0.0593,0.0744,0.09845,0.09735,0.13185,0.21105,0.25565,1,train
0.0593,0.0717,0.098,0.0943,0.1316,0.22865,0.28865,1,train
0.0599,0.0743,0.10255,0.09915,0.1313,0.2301,0.28575,1,train
0.0599,0.0703,0.10125,0.08865,0.1263,0.2383,0.2921,1,train
0.0621,0.0735,0.1025,0.09245,0.13165,0.23435,0.30695,1,train
0.0621,0.0789,0.10605,0.0961,0.1329,0.22945,0.31425,1,train
0.06815,0.0736,0.0982,0.08985,0.13495,0.22495,0.28895,1,train
0.06815,0.0773,0.10695,0.08915,0.1357,0.2293,0.3009,1,train
0.05875,0.0743,0.10635,0.08935,0.1375,0.2425,0.30825,1,train
0.05875,0.07245,0.1049,0.0879,0.14265,0.25735,0.31615,1,train
0.05605,0.074,0.1008,0.08935,0.1334,0.23335,0.29285,1,train
0.05605,0.0699,0.1017,0.0884,0.137,0.2284,0.2774,1,train
0.0568,0.0757,0.10725,0.09205,0.14255,0.24565,0.32245,1,train
0.0568,0.06855,0.10135,0.0876,0.13845,0.24675,0.339,1,train
0.052,0.0626,0.0904,0.0839,0.1282,0.2405,0.3343,1,train
0.05545,0.0712,0.09215,0.09045,0.12785,0.19595,0.2307,1,train
0.05545,0.07125,0.09475,0.0955,0.13165,0.21595,0.28935,1,train
0.05455,0.07435,0.1024,0.09405,0.1268,0.23955,0.29395,1,train
0.05455,0.0736,0.10315,0.0931,0.1261,0.2374,0.3018,1,train
0.05825,0.07325,0.10395,0.0893,0.13465,0.2438,0.3149,1,train
0.05825,0.07115,0.10035,0.08155,0.13585,0.2352,0.3087,1,train
0.05465,0.0716,0.0976,0.08475,0.13965,0.2269,0.29995,1,train
0.05465,0.0753,0.1091,0.09345,0.1368,0.24355,0.3104,1,train
0.05665,0.07295,0.1092,0.0915,0.13945,0.25185,0.30995,1,train
0.05665,0.07545,0.10955,0.093,0.1513,0.25425,0.31725,1,train
0.05685,0.0704,0.09875,0.08725,0.1332,0.23645,0.29635,1,train
0.05685,0.07045,0.1024,0.08785,0.1375,0.2309,0.2814,1,train
0.05545,0.07585,0.10725,0.09065,0.13905,0.256,0.32775,1,train
0.05545,0.06995,0.1013,0.08795,0.13205,0.2459,0.3266,1,train
0.053,0.0602,0.0865,0.0801,0.1272,0.2372,0.3044,1,train
0.05545,0.0618,0.0907,0.0825,0.12675,0.2196,0.2812,1,train
0.05545,0.0665,0.08925,0.0753,0.1206,0.22535,0.28785,1,train
0.05455,0.0677,0.09135,0.0783,0.1309,0.21735,0.28715,1,train
0.05455,0.06875,0.09285,0.07655,0.12105,0.2299,0.3023,1,train
0.05825,0.0667,0.096,0.0752,0.13755,0.2393,0.32005,1,train
0.05825,0.06635,0.0939,0.0761,0.1305,0.2381,0.32205,1,train
0.05465,0.06955,0.09925,0.0851,0.1345,0.23795,0.2968,1,train
0.05465,0.07145,0.10375,0.08835,0.1373,0.24975,0.31055,1,train
0.05665,0.07885,0.1087,0.0942,0.1494,0.25135,0.32315,1,train
0.05665,0.0758,0.1072,0.092,0.1529,0.2638,0.3079,1,train
0.05685,0.0744,0.0978,0.08655,0.1312,0.2452,0.30045,1,train
0.05685,0.07315,0.1004,0.0913,0.1344,0.24035,0.296,1,train
0.05545,0.069,0.1005,0.0927,0.1384,0.24035,0.2988,1,train
0.05545,0.0668,0.102,0.09265,0.1364,0.2469,0.30565,1,train
0.053,0.0653,0.0985,0.0778,0.1265,0.2443,0.3181,1,train
0.0614,0.0621,0.09025,0.0821,0.12525,0.22115,0.28545,1,train
0.0614,0.06595,0.0867,0.07525,0.1201,0.2194,0.27925,1,train
0.05775,0.06655,0.09225,0.07845,0.1305,0.22925,0.2861,1,train
0.05775,0.06755,0.093,0.07385,0.12225,0.23185,0.30155,1,train
0.05745,0.0671,0.0952,0.07865,0.1355,0.23925,0.3252,1,train
0.05745,0.0671,0.0956,0.07745,0.1296,0.24155,0.3206,1,train
0.0614,0.0767,0.1122,0.1007,0.1366,0.2599,0.315,1,train
0.0614,0.0754,0.1067,0.097,0.1449,0.2582,0.3364,1,train
0.0547,0.0807,0.1083,0.0963,0.1598,0.2552,0.3462,1,train
0.0547,0.0765,0.1096,0.0955,0.1482,0.2548,0.3213,1,train
0.0544,0.076,0.1033,0.0911,0.1411,0.2377,0.2966,1,train
0.0544,0.0764,0.105,0.0936,0.1391,0.2334,0.2967,1,train
0.0565,0.0748,0.1045,0.0919,0.1432,0.2411,0.2964,1,train
0.0565,0.0749,0.1083,0.0933,0.1437,0.2424,0.3042,1,train
0.05545,0.0664,0.0966,0.08725,0.1274,0.24715,0.3242,1,train
0.0614,0.0684,0.08905,0.08295,0.1244,0.2271,0.3016,1,train
0.0614,0.06535,0.0853,0.07945,0.1226,0.2223,0.28385,1,train
0.05775,0.06465,0.0876,0.072,0.123,0.2293,0.28945,1,train
0.05775,0.0629,0.08775,0.0702,0.11955,0.2319,0.28945,1,train
0.05745,0.0698,0.09485,0.0789,0.1322,0.24185,0.32055,1,train
0.05745,0.0676,0.0964,0.08095,0.13225,0.23765,0.3208,1,train
0.0614,0.0739,0.1075,0.0966,0.142,0.2476,0.3019,1,train
0.0614,0.0773,0.1049,0.0902,0.1443,0.2423,0.2997,1,train
0.0547,0.0734,0.0985,0.0899,0.1315,0.2511,0.2906,1,train
0.0547,0.0708,0.0944,0.09,0.1397,0.2413,0.3039,1,train
0.0544,0.0702,0.1034,0.0909,0.1263,0.2429,0.2913,1,train
0.0544,0.0684,0.0989,0.0849,0.1251,0.2504,0.3067,1,train
0.0565,0.0676,0.0947,0.0812,0.1277,0.244,0.3032,1,train
0.0565,0.0685,0.0943,0.0758,0.1278,0.2385,0.2992,1,train
0.05545,0.07485,0.09805,0.0903,0.1237,0.23335,0.30605,1,train
0.06285,0.06735,0.0902,0.0827,0.12545,0.24535,0.31645,1,train
0.06285,0.064,0.08485,0.0779,0.1216,0.2282,0.29565,1,train
0.0593,0.0645,0.0883,0.07115,0.12505,0.23025,0.2855,1,train
0.0593,0.0648,0.08825,0.07245,0.1234,0.23555,0.29635,1,train
0.062,0.0659,0.0912,0.0815,0.136,0.2358,0.3084,1,train
0.062,0.0647,0.0889,0.0827,0.1352,0.2279,0.3122,1,train
0.0631,0.071,0.0912,0.1026,0.1387,0.2407,0.3032,1,train
0.0631,0.0698,0.0887,0.1014,0.1356,0.2419,0.3171,1,train
0.0646,0.0771,0.1055,0.104,0.153,0.2346,0.2799,1,train
0.0646,0.0785,0.1096,0.1041,0.1536,0.2387,0.293,1,train
0.0655,0.0715,0.1073,0.0988,0.1337,0.238,0.3008,1,train
0.0655,0.0723,0.1001,0.0957,0.1313,0.2407,0.3007,1,train
0.0654,0.0696,0.1052,0.0918,0.1398,0.2513,0.3101,1,train
0.0654,0.0654,0.098,0.0902,0.1258,0.2506,0.3099,1,train
0.0618,0.0648,0.0989,0.0893,0.1217,0.2546,0.3172,1,train
0.06285,0.06655,0.09155,0.08115,0.1293,0.25255,0.3195,1,train
0.06285,0.0647,0.08535,0.07625,0.1208,0.2316,0.31585,1,train
0.0593,0.06485,0.08925,0.07825,0.132,0.2323,0.29125,1,train
0.0593,0.0688,0.0919,0.082,0.14435,0.22985,0.2887,1,train
0.062,0.0793,0.0959,0.0931,0.1324,0.2349,0.308,1,train
0.062,0.0777,0.0995,0.1048,0.1336,0.2195,0.2975,1,train
0.0631,0.073,0.0903,0.0983,0.1401,0.2381,0.3032,1,train
0.0631,0.0768,0.102,0.0979,0.1465,0.2308,0.2948,1,train
0.0646,0.0773,0.1093,0.1035,0.1514,0.2254,0.2912,1,train
0.0646,0.0766,0.1134,0.098,0.1548,0.2312,0.2843,1,train
0.0655,0.0736,0.1086,0.0943,0.1434,0.2339,0.2827,1,train
0.0655,0.0747,0.1071,0.0913,0.1442,0.2463,0.2994,1,train
0.0654,0.0743,0.1052,0.1011,0.1459,0.2554,0.3039,1,train
0.0654,0.0718,0.1046,0.0985,0.1447,0.2422,0.2982,1,train
0.0618,0.0618,0.0992,0.0947,0.1264,0.2417,0.2917,1,train
0.0651,0.0672,0.09095,0.0812,0.13345,0.24425,0.3176,1,train
0.0651,0.0672,0.0874,0.0802,0.1269,0.22915,0.31635,1,train
0.0657,0.0744,0.1015,0.0966,0.1406,0.2372,0.2991,1,train
0.0657,0.074,0.1058,0.0894,0.1345,0.2341,0.2857,1,train
0.0657,0.0803,0.098,0.0982,0.1291,0.2327,0.2864,1,train
0.0657,0.0815,0.1095,0.0902,0.1382,0.2321,0.3022,1,train
0.0671,0.0894,0.113,0.0949,0.1551,0.2519,0.294,1,train
0.0671,0.0844,0.1115,0.0946,0.1562,0.2349,0.3127,1,train
0.0656,0.079,0.1094,0.0985,0.1509,0.2249,0.2936,1,train
0.0656,0.0756,0.1119,0.0954,0.1552,0.2371,0.2882,1,train
0.0676,0.0757,0.1102,0.0956,0.1424,0.2414,0.2851,1,train
0.0676,0.0744,0.1087,0.0943,0.1414,0.2472,0.2982,1,train
0.0628,0.0744,0.1075,0.1034,0.1435,0.2564,0.3049,1,train
0.0628,0.0736,0.107,0.101,0.138,0.236,0.3044,1,train
0.07575,0.0973,0.124,0.1261,0.17155,0.25335,0.3074,1,train
0.07575,0.0996,0.1206,0.1227,0.1678,0.257,0.30215,1,train
0.0789,0.0973,0.1251,0.1229,0.1685,0.24835,0.2956,1,train
0.0789,0.1037,0.13185,0.13165,0.18,0.24785,0.29425,1,train
0.0851,0.10055,0.12965,0.1251,0.17465,0.25355,0.30445,1,train
0.0851,0.1129,0.1373,0.14265,0.19405,0.25905,0.3046,1,train
0.08245,0.0999,0.12525,0.1269,0.1742,0.2462,0.30535,1,train
0.08245,0.0945,0.1178,0.1258,0.1704,0.244,0.2979,1,train
0.06895,0.09675,0.1211,0.12115,0.16515,0.2323,0.2913,1,train
0.06895,0.0739,0.1027,0.1004,0.134,0.2353,0.26495,1,train
0.06045,0.07445,0.09455,0.09025,0.12925,0.1723,0.19215,1,train
0.06045,0.06845,0.09015,0.08,0.1197,0.16635,0.18425,1,train
0.0538,0.06295,0.08615,0.07005,0.11545,0.17665,0.2066,1,train
0.0538,0.0594,0.0826,0.07295,0.1186,0.1742,0.20455,1,train
0.0494,0.05795,0.0813,0.07725,0.11785,0.1918,0.22595,1,train
0.0494,0.05775,0.07725,0.07445,0.1153,0.1835,0.21755,1,train
0.07745,0.0925,0.12075,0.12855,0.1703,0.24715,0.2861,1,train
0.0796,0.09835,0.12305,0.12395,0.17265,0.25285,0.3053,1,train
0.0796,0.0975,0.12375,0.12355,0.1719,0.25235,0.2924,1,train
0.0842,0.09565,0.12395,0.12205,0.17095,0.24755,0.2956,1,train
0.0842,0.1043,0.13355,0.13455,0.1863,0.25405,0.301,1,train
0.08295,0.10065,0.12825,0.1232,0.17365,0.26285,0.3096,1,train
0.08295,0.1039,0.1301,0.1253,0.1775,0.25645,0.3069,1,train
0.0701,0.09795,0.12525,0.12455,0.1705,0.24755,0.3065,1,train
0.0701,0.0983,0.12315,0.12885,0.17035,0.2438,0.28695,1,train
0.0613,0.08395,0.1166,0.11975,0.1559,0.24795,0.2853,1,train
0.0613,0.0699,0.09275,0.0868,0.12815,0.1581,0.1848,1,train
0.0546,0.07145,0.0915,0.0732,0.12255,0.16345,0.19475,1,train
0.0546,0.0664,0.0901,0.07915,0.12195,0.16905,0.1976,1,train
0.04995,0.0629,0.08395,0.0725,0.11675,0.1746,0.21205,1,train
0.04995,0.05745,0.07945,0.0737,0.116,0.18425,0.2193,1,train
0.04835,0.05885,0.0838,0.08305,0.12075,0.19155,0.22645,1,train
0.04835,0.05935,0.0824,0.07815,0.1171,0.19485,0.22705,1,train
0.07745,0.094,0.1213,0.1283,0.17155,0.24035,0.27405,1,train
0.0796,0.09515,0.12525,0.12935,0.17085,0.2407,0.27965,1,train
0.0796,0.09765,0.1282,0.13325,0.1749,0.2396,0.27865,1,train
0.0842,0.09945,0.12755,0.12525,0.16975,0.23295,0.2811,1,train
0.0842,0.10115,0.1292,0.1246,0.1691,0.2476,0.293,1,train
0.08295,0.1061,0.138,0.1378,0.1694,0.25735,0.3014,1,train
0.08295,0.11,0.1437,0.14525,0.1755,0.2681,0.3024,1,train
0.0701,0.1044,0.1332,0.13715,0.165,0.26295,0.29945,1,train
0.0701,0.06335,0.09665,0.08495,0.13645,0.27655,0.32105,1,train
0.0613,0.0714,0.09445,0.09135,0.12905,0.1897,0.2323,1,train
0.0613,0.0621,0.08675,0.08015,0.12965,0.1841,0.21375,1,train
0.0546,0.0608,0.08305,0.07905,0.1219,0.1786,0.2055,1,train
0.0546,0.0616,0.084,0.0774,0.1184,0.17805,0.21275,1,train
0.04995,0.0594,0.0838,0.0747,0.11535,0.17975,0.21025,1,train
0.04995,0.0579,0.0829,0.0763,0.1173,0.1761,0.20675,1,train
